label,statement,length,sensationalism
mostly-true,say percent council member come area percent austinit live,58,0.0
mostly-true,transport sale tax would cost averag consum estim year,54,0.0
half-true,twenti million american work,28,0.0
false,say sherrod brown obama rubber stamp support job kill cap trade plan,68,0.007953662283864071
pants-fire,say marco rubio said consid intern muslim mayb close cafe diner muslim gather fact compar nazi parti,100,0.0
barely-true,everi major citi center poverti run democrat everi major citi,61,0.0
pants-fire,attorney general requir rape victim pay rape kit,48,0.0
pants-fire,say presid barack obama financ team recommend tax transact financ institut,75,0.0
mostly-true,say half mani student one georgia technic colleg two year ago,61,0.0
pants-fire,recent obama execut order could lead number investig interpol unit state potenti aim american offici,100,0.0032334703904850493
false,drive averag america summer save accord depart energi figur,59,0.0
false,say investig year hous discrimin recent year put damag pocket individu treat unfair,83,0.0
false,say jim renacci oppo increa combat bonus troop,48,0.0
true,percent women age despi sexual contact japan,45,0.0
half-true,billion expan fund weve paid money nathan deal want washington keep,74,0.0
false,presid want u sign u n intern crimin court,42,0.0
barely-true,obamacar invent liber academ theorist,37,0.0
barely-true,florida sheriff unequivoc support stand groundlaw,49,0.009018710204257374
barely-true,american famili work hard earn month obama spend month illeg immigr child,73,0.0
mostly-true,mitt romney oppo gun lobbi even ronald reagan,46,0.01277303133756158
true,week receiv news first time social secur pay benefit take someth suppo happen,78,0.008712583359002823
mostly-true,statist evid wait period handgun purcha reduc violenc whatsoev,69,0.0
true,u depart homeland secur warn save databa foolproof mean verifi citizenship voter roll,86,0.0
pants-fire,say michel bachmann said english good enough jesus wrote bibl,61,0.0
barely-true,ken cuccinelli would take money away public school fund privat school,69,0.0
barely-true,recent depart labor studi guess wall street fee cost worker percent valu plan span career,89,0.0
false,unit state modern nuclear weapon,32,0.07872995309729702
pants-fire,describ plan amnesti ad call amnesti,36,0.0
half-true,first time texa histori fourth time unit state histori two women run top spot,77,0.011594784888393384
true,oddest thing want america massachusett mandat health care massachusett hillarycar want america,94,0.0
pants-fire,done unprec ive said agenc look regul alreadi book dont make sen let get rid,79,0.0
pants-fire,mayor provid brother wrote grand bad check citi joe fernandez didnt gut prosecut let hook,89,0.0
pants-fire,say wisconsin republican parti tweet happi intern women day ladi get paid less abl make health care deci,105,0.0
false,soy el nico offici estat quin es un hombr de negocio,52,0.0
pants-fire,say barack obama sold chrysler italian go build jeep china cost american job,76,0.0
false,say rick perri said administr everi teacher texa public school,68,0.0
true,year sinc presid vice presid member famili gone attend least event olymp,72,0.0
barely-true,republican sponsor wisconsin mine bill take least seven year creat job,70,0.0
barely-true,milwauk counti execut scott walker elimin wait list long term care older adult famili care program,99,0.0
false,congress budget offic recent came analyz current health care plan said deficit neutral also year would creat billion surplus,127,0.0
false,health care reform bill largest tax increa u histori,53,0.0
half-true,crist stay night luxuri hotel suit rack mini bar charg pay dime,63,0.0
true,cent everi state tax dollar goe medicaid,40,0.005698899147893011
barely-true,obama administr would impo everi cathol institut everi jewish institut everi protest institut obamacar standard buy insur,122,0.0
half-true,women make cent everi dollar earn men,37,0.0
true,treasuri team elimin case backlog crime victim compen program,62,0.01218465509005362
mostly-true,unemploy high long sinc great depress,37,0.0
pants-fire,say gov rick perri spend texan hard earn money live like louie xiv,66,0.0
false,congressman duffi long record vote va backlog fix,49,0.0
false,fewer civilian casualti cambodia american drone attack,54,0.05692600125288838
mostly-true,trade deal threaten india role pharmaci develop world new hiv medicin,69,0.0
pants-fire,word religion first amend founder meant christian,49,0.009493327146190556
mostly-true,nfl player live averag longer averag male,41,0.0
false,republican candid governor nathan deal explicit vote fund abort,63,0.0
false,major republican vote new hampshir south carolina,49,0.0
false,say ralph hall oldest member congress ever,42,0.0
mostly-true,fifteen pollut citi world india china,37,0.0
pants-fire,say investig report conclud ken cuccinelli prosecut disclosur violat virginia law weak,86,0.006527890347050924
barely-true,recoveri act save job among law enforc offici firefight state florida plus anoth educ,85,0.010585517506349729
half-true,presid barack obama american poverti time sinc census bureau began keep record year ago,87,0.0
mostly-true,fact hama appar north american spokesperson endor senat obama,62,0.0
barely-true,would sign speak haitian dictat rob portman,43,0.0
false,barack obama big govern economi median wage women drop,54,0.0
mostly-true,austin fastest grow citi countri last five year,47,0.0
half-true,everi florida teacher get pay rai,34,0.0
barely-true,obama new christma tree tax,27,0.0
barely-true,say leadership wisconsin median household incom nation presid obama,67,0.0
pants-fire,say e verifi place florida terrorist live might save live american,66,0.0
mostly-true,spend one week iraq children could get health insur entir year,62,0.0
half-true,austin citi arid landscap western unit state depend singl sourc water,69,0.003412271568433378
mostly-true,u sen johnni isakson vote trillion nation debt,46,0.0
false,kid cant open celebr christma pray school,41,0.0
true,oppon zero time judg zero rule zero experi bench,48,0.0
half-true,state countri still get fire gay employ think gay,49,0.037106200048283244
true,less four cent everi health care dollar spent prevent public health,67,0.0
mostly-true,last decad incom top percent grew percent averag million year,61,0.0
half-true,marci kaptur brought home million new manufactur job denni kucinich vote,72,0.0
true,say texa law requir state agenc give prefer good produc grown texa,66,0.011326568394248837
half-true,bill name either sponsor co sponsor dont get done unless work folk side,71,0.0
mostly-true,new york safest big citi nation crime reduct steeper big citi,61,0.01061066960687207
false,say pete gallego went lobbi fire congress,41,0.03475423609044004
false,oppon way million floridian reli would social secur tie stock market week,73,0.03886204737899501
false,american invent automobil,25,0.0
true,gov crist never waver support second amend right bear arm,57,0.007898481119768985
half-true,say steve spinnett court judgment trespass harass,49,0.0
half-true,barack obama end get elect largest gender gap histori american elect,68,0.0
barely-true,benghazi attack stand order given troop told chang cloth four time,66,0.053958041413346924
pants-fire,new health care law forc senior barack obama govern run health care program,75,0.00834846972704617
half-true,say ronald reagan talk convert unit state metric system,55,0.017135701370406653
mostly-true,product mix marriag would illeg state born,42,0.004942039668447751
true,say oregonian food shelter proud featur board member monsanto syngenta oregon farm bureau also receiv fund biotech compani,122,0.0
true,health care reform affect veteran benefit,41,0.0
half-true,say giant african land snail carri human mene,47,0.0
pants-fire,welfar program caus long term damag detroit atom bomb caus hiroshima,68,0.018069941819514046
mostly-true,bp set claim offic throughout state,35,0.005056986442762201
pants-fire,wisconsin state lawmak work seven day got paid whole year,57,0.00456331938715937
false,say patrick murphi advoc cut social secur medicar,49,0.0
false,within year spend interest payment nation secur,47,0.0
