label,statement,length,Controversial
false,say joe kyrillo vote raid state pension fund billion cost new jersey taxpay still today tune near billion dollar repay money,184,0.0
barely-true,john mccain said even sit govern spain nato alli troop afghanistan us,130,0.0
true,john mccain want give oil compani anoth billion tax break,75,0.0
barely-true,greg abbott texa four year old would forc undergo standard test,86,0.0
half-true,cut state spend anybodi gop field,63,0.0
false,sinc mr foster mayor less small busi citi st petersburg,90,0.0
mostly-true,america pay far highest price world prescript drug,83,0.0
pants-fire,newli elect republican senat sign pledg elimin food stamp program,86,0.0
mostly-true,mark kirk claim nation secur experti base militari record lie least time,118,0.0
mostly-true,republican parti percent parti id shrink,59,0.0
false,total war iraq say mani year would destabil middl east,103,0.0
false,claim rep sanford bishop vote similar hous speaker nanci pelosi inaccur,91,0.0
half-true,larg part florida experienc year averag rainfal,72,0.0
true,crimea part russia given soviet republ ukrain,94,0.0
pants-fire,presid barack obama virtual one cabinet privat sector experi,90,0.0
half-true,florida still averag student classroom state southeast,93,0.0
false,florida state eight year go aa aaa bond rate,89,0.0
half-true,stimulus includ million build bridg thedford nebraska help resid avoid second wait local train cross one full time job creat,186,0.0
pants-fire,obamacar isnt help anyon,30,0.0
mostly-true,sixti one percent activ militari current list overweight,76,0.0
mostly-true,near one four peopl prime work year work,71,0.0
mostly-true,former presid georg w bush administr popul period grew percent number job nation grew percent,161,0.0
mostly-true,littl less percent peopl countri depend form feder payment form govern benefit help provid,157,0.0
mostly-true,say hillari clinton couldnt bring say need separ commerci bank specul bank name reinstat glass steagal,148,0.0
true,loophol still exist allow member congress high power execut branch appoint exploit insid knowledg financ industri order turn person profit,192,0.0
false,automat citizenship upon birth countri world,96,0.0
true,approxim annual gun purcha rhode island,68,0.0
barely-true,hollywood celebr endor hillari clinton mani case celebr arent hot anymor,110,0.05201647298646339
false,congress tom cotton got paid handsom work insur compani corpor interest,106,0.0
false,cost per enrol obamacar next year,70,0.0
false,accord hud patent unfair social unjust wealthi peopl live exclus neighborhood,118,0.0
true,say governor expand particip virginia ear childhood program near percent,113,0.0
pants-fire,member congress retir pay one term offic,78,0.0
false,next state budget begin surplus half billion dollar million exact,107,0.0
mostly-true,standard drunken drive mean glass wine dinner could make person drunk,101,0.0
half-true,say sinc took offic larg scale attack unit state,92,0.03577442816835208
true,twenti two year ago run governor bill nelson miss percent vote u hous,117,0.0
half-true,say univ texa afford build medic school billion endow footbal program million profit last year,164,0.0
barely-true,governor crist teacher laid,46,0.0
true,texa prosecutor rosemari lehmberg purcha bottl vodka one store alon year,110,0.0
barely-true,presid obama funnel billion medicar expen elder,84,0.0
mostly-true,georg bush never suggest elimin fund plan parenthood,77,0.0
pants-fire,saysmichel bachmann said fox news countri could use presid like benjamin franklin,103,0.03349473350752308
half-true,declar pluto longer planet intern astronom union put place planetari definit would even declassifi earth planet exist far sun pluto,225,0.0
barely-true,presid came campaign time,57,0.0
barely-true,appoint u attorney presid bush sept,66,0.0
half-true,say probabl million could even million crimin immigr countri illeg,107,0.0
true,say presid barack obama relea statement death brother robin william statement brother michael brown,136,0.0
true,becam republican sooner life ronald reagan,70,0.0
half-true,pete session held least two fundrai adult theme club made apolog,94,0.0
barely-true,popular name longer john steven jose camilo maria,78,0.0
half-true,say governor took away billion dollar rebat real dollar properti tax gone percent,121,0.0
false,english nation languag becom offici mean place like new york citi print ballot languag,148,0.0
true,gallup poll ask presidenti candid characterist get question would vote socialist even less popular vote atheist,186,0.0
true,say chicago take gun street new york l,72,0.0
barely-true,randi shade austin highest cost live larg texa citi,85,0.0
half-true,say new healthcar law full part time worker requir buy insur cost month start,151,0.0
true,newt gingrich suggest build mirror system space could improv earth habit,100,0.0
false,allow brewpub sell beer georgia could becom like mexico coupl manufactur control aspect market,138,0.0
barely-true,say know accept district propo today would pay increa year seven year frozen wage disrespect,153,0.0
barely-true,say car drive former univ missouri system presid tim wolf ran student hit one mu homecom parad,146,0.0
half-true,today stand highest perform urban school district america,74,0.0
mostly-true,cbo found hous republican health care plan would lower premium percent purcha individu market cost save could even higher,194,0.0
half-true,want assur talk cut medicar benefit,77,0.0
mostly-true,conserv republican presid lose job month,84,0.0
mostly-true,one year ten student made biggest singl year jump achiev ever record state,114,0.0
barely-true,bill mccollum divert state plane home time state auditor call like misus state resourc,121,0.0
true,member american public ever kill commerci nuclear power record unmatch fuel,116,0.0
barely-true,poll poll poll show beat hillari,52,0.0
true,peopl massachusett like state health care plan margin,84,0.0
barely-true,say percent ninth grader newark graduat high school diploma four year spend educ four year spent set student unit state,229,0.0
false,say presid barack obama tri pack c circuit court appeal,80,0.0
half-true,anyon know look see vote,61,0.0
false,say less half percent texa legisl ever serv draw benefit pension tie salari state district judg,153,0.0
barely-true,bob menendez vote increa govern debt ceil trillion year congress menendez help overspend america trillion debt,178,0.0
pants-fire,havent realli propo phase aid israel past,65,0.0
false,say rep tammi duckworth staunch support expand spend size reach ir,108,0.0
pants-fire,one georg soro compani provid vote machin state,89,0.0
half-true,say obama administr longer enforc defen marriag act doma,88,0.0
barely-true,revenu generat drill virginia coast million year,85,0.0
true,mitt romney gave away father inherit,46,0.0
half-true,four countri world legal abort five month china north korea canada u,130,0.0
half-true,first obama oppo surg confid predict would fail tri prevent fund troop carri surg,161,0.0
barely-true,say cathi jordan arrest drag home swat team hooligan use medic marijuana,115,0.0
false,energi effici legisl sponsor u sen jeann shaheen feder bureaucrat could take local build code enforc citi call green mandat compli quick enough,225,0.0
mostly-true,current florida one five state nation prohibit citizen buy electr compani put solar panel home busi,174,0.0
false,claim percent scientist believ human causingclim chang debunk head unit nation intergovern panel climat chang number pull thin air,215,0.0
mostly-true,say tom cotton vote turn medicar voucher system,61,0.0
barely-true,signif drop florida unemploy rate good econom sign,75,0.0
true,feder spend discretionari interest nation debt social secur discretionari discret chang law true medicar medicaid,197,0.0
mostly-true,age averag woman lost throughout work career result pay gap,111,0.0
half-true,say crime rise manchest gone percent mayor ted gatsa,85,0.0
true,candid endor berni sander presid pa ive got berni back,100,0.0
mostly-true,john mccain took drug industri,40,0.0
barely-true,war soul txdem dem incumb tx hous lost primari,86,0.0
